text,spam,hate,scam,political,violence,sectarian,adult,drugs,harass,misinfo
بدك تستثمر وتربح ضعف مبلغك بأسبوع؟ حوّل وشوف بعينك، مضمون,0,0,1,0,0,0,0,0,0,0
ا.ن.ت ر.ب.ح.ت بقرعة الموبايل ابعت رقمك السري لاستلام الجايزة,0,0,1,0,0,0,0,0,0,0
خطك مهدد بالقطع لعدم الدفع، سدد فوراً عهالرابط لتجنب الانقطاع,0,0,1,0,0,0,0,0,0,0
وصلتك هدية من صديق، افتح الرابط وسجل دخولك لتشوف مين بعتها,0,0,1,0,0,0,0,0,0,0
تم اختيارك لوظيفة مرموقة، بس ادفع رسوم المقابلة لتأكيد مكانك,0,0,1,0,0,0,0,0,0,0
حسابك ربح 10 آلاف دولار بمسابقة، اعطينا معلومات حسابك للتحويل,0,0,1,0,0,0,0,0,0,0
معك موظف الكهرباء، فاتورتك متأخرة، ادفع عهالرابط قبل القطع,0,0,1,0,0,0,0,0,0,0
ربحت آيفون 15 برو، بس غطي رسوم الشحن 40 ألف لتوصلك عالبيت,0,0,1,0,0,0,0,0,0,0
في طرد باسمك بالجمرك، ادفع رسوم التخليص عهالرابط لتستلمو,0,0,1,0,0,0,0,0,0,0
حسابك بالبنك مجمد، اتصل فوراً وأعطي بياناتك الكاملة لفك التجميد,0,0,1,0,0,0,0,0,0,0
بدك تضاعف رصيدك؟ حول لهالرقم وبيرجعلك المبلغ مضاعف خلال ساعة,0,0,1,0,0,0,0,0,0,0
تهانينا اخترناك من بين آلاف الزبائن لتربح جايزتنا الكبرى,0,0,1,0,0,0,0,0,0,0
معك أمن المعلومات بسيريتل، في خطر عحسابك، اعطينا كلمة السر,0,0,1,0,0,0,0,0,0,0
ربحت اشتراك مجاني سنة كاملة، فعّلو بإدخال رقم بطاقتك الائتمانية,0,0,1,0,0,0,0,0,0,0
عندك مخالفة مرورية متأخرة، سددها هلق عهالرابط قبل ما تتضاعف,0,0,1,0,0,0,0,0,0,0
حوالتك المالية جاهزة، بس عبي بياناتك البنكية عهالرابط لاستلامها,0,0,1,0,0,0,0,0,0,0
م.ع.ك ا.ل.ب.ن.ك في مشكلة بحسابك اعطينا الكود السري لحلها,0,0,1,0,0,0,0,0,0,0
بدك فيزا سفر مضمونة بأسبوع؟ ادفع الرسوم وخلينا نكمل إجراءاتك,0,0,1,0,0,0,0,0,0,0
ربحت بسحب رمضان مبلغ كبير، اتصل وأكد بياناتك لاستلام الجايزة,0,0,1,0,0,0,0,0,0,0
حسابك عالانستغرام تم الإبلاغ عنو، اكد ملكيتك عهالرابط فوراً,0,0,1,0,0,0,0,0,0,0
عرض استثماري ذهبي، ضاعف أموالك بالعملات الرقمية، ابدأ هلق,0,0,1,0,0,0,0,0,0,0
معك شركة الشحن، طردك متوقف، ادفع الرسوم الإضافية عهالرابط,0,0,1,0,0,0,0,0,0,0
تم رصد دخول غريب لحسابك، غير كلمة السر فوراً من هالرابط,0,0,1,0,0,0,0,0,0,0
ربحت قرض بدون فوائد لحد 5 مليون، عبي الطلب عهالرابط هلق,0,0,1,0,0,0,0,0,0,0
ا.د.ف.ع رسوم التحويل وخود جايزتك الكبرى يلي ربحتها بالسحب,0,0,1,0,0,0,0,0,0,0
حسابك بالتطبيق رح ينقفل بكرا، جدد اشتراكك عهالرابط لتجنب القطع,0,0,1,0,0,0,0,0,0,0
معك موظف الضرائب، عليك مبلغ متأخر، سدد هلق لتجنب المسائلة,0,0,1,0,0,0,0,0,0,0
بدك تشتري دولار بسعر مميز؟ حوّل لهالحساب وبيوصلك خلال دقايق,0,0,1,0,0,0,0,0,0,0
وصلك مبلغ بالخطأ لحسابك، رجعو لهالرقم فوراً قبل ما تتورط,0,0,1,0,0,0,0,0,0,0
تهانينا رقمك فاز بالسحب الأسبوعي، اعطينا تفاصيلك لإرسال الجايزة,0,0,1,0,0,0,0,0,0,0
معك دائرة الهجرة، طلب لجوئك تمت الموافقة عليه، ادفع رسوم المعاملة هلق,0,0,1,0,0,0,0,0,0,0
رصيدك رح ينتهي، فعّل العرض المجاني بإدخال رقمك السري عهالرابط,0,0,1,0,0,0,0,0,0,0
وصلك مبلغ من ويسترن يونيون، عبي بياناتك عهالرابط لاستلامو فوراً,0,0,1,0,0,0,0,0,0,0
معك الدعم الفني لشركتك، في فيروس عجهازك، حمّل برنامجنا لإزالتو,0,0,1,0,0,0,0,0,0,0
تم قبولك بمنحة دراسية مجانية برا، بس ادفع رسوم التسجيل لتأكيد مقعدك,0,0,1,0,0,0,0,0,0,0
حسابك ع الأنستغرام حصل ع علامة التوثيق، أكد بياناتك عهالرابط,0,0,1,0,0,0,0,0,0,0
معك موظف شركة الكهرباء، عندك رصيد زائد، اعطينا حسابك لنرجعو إلك,0,0,1,0,0,0,0,0,0,0
ربحت قرعة الحج المجاني هالسنة، اتصل وأكد بياناتك لتثبيت اسمك,0,0,1,0,0,0,0,0,0,0
ا.د.ف.ع رسوم بسيطة وخود حوالتك المعلقة من برا فوراً عهالرابط,0,0,1,0,0,0,0,0,0,0
معك البنك، بطاقتك رح تنتهي صلاحيتها، جددها بإدخال الرقم والكود,0,0,1,0,0,0,0,0,0,0
عرض وظيفة بدوام جزئي براتب ممتاز، ادفع رسوم التدريب لتبدأ فوراً,0,0,1,0,0,0,0,0,0,0
حسابك بالتطبيق سجل دخول من جهاز غريب، أكد هويتك عهالرابط حالاً,0,0,1,0,0,0,0,0,0,0
معك خدمة عملاء سيريتل، خطك ربح باقة مجانية سنة، فعّلها بالكود,0,0,1,0,0,0,0,0,0,0
بدك تستثمر بمشروع عقاري مضمون الربح؟ حوّل العربون واحجز حصتك,0,0,1,0,0,0,0,0,0,0
وصل طلبك يلي طلبتو أونلاين، ادفع رسوم التوصيل عهالرابط لاستلامو,0,0,1,0,0,0,0,0,0,0
معك مصلحة الضرائب، عندك استرداد ضريبي، اعطينا حسابك لنحول المبلغ,0,0,1,0,0,0,0,0,0,0
ربحت بمسابقة رمضان جايزة كبيرة، بس ابعت رقم بطاقتك لتحويل المبلغ,0,0,1,0,0,0,0,0,0,0
ح.س.ا.ب.ك مهدد بالإغلاق، حدّث معلوماتك عهالرابط خلال 24 ساعة,0,0,1,0,0,0,0,0,0,0
معك إدارة الواتساب، حسابك رح ينحظر، ابعت كود التفعيل لإنقاذو,0,0,1,0,0,0,0,0,0,0
تهانينا اختيرت لتجربة منتج مجاني، بس غطي رسوم الشحن عهالرابط,0,0,1,0,0,0,0,0,0,0
عندك طرد متوقف بمكتب البريد، ادفع رسوم التخزين قبل ما يترجع,0,0,1,0,0,0,0,0,0,0
معك البنك المركزي، رصدنا نشاط مشبوه، اتصل وأعطينا تفاصيل حسابك,0,0,1,0,0,0,0,0,0,0
ربحت سيارة بالسحب السنوي، حوّل رسوم التسجيل والجمارك لتستلمها,0,0,1,0,0,0,0,0,0,0
حسابك بالفيسبوك رح يتعطل، أكد ملكيتك بإدخال كلمة السر عهالرابط,0,0,1,0,0,0,0,0,0,0
ا.ت.ص.ل فوراً، في حوالة باسمك رح ترجع لمرسلها اذا ما استلمتها اليوم,0,0,1,0,0,0,0,0,0,0
معك شركة التأمين، عندك تعويض جاهز، اعطينا رقم حسابك لنحول المبلغ,0,0,1,0,0,0,0,0,0,0
بدك دولار بسعر السوق السوداء بأرخص من الكل؟ حوّل وبيوصلك فوراً,0,0,1,0,0,0,0,0,0,0
حسابك ربح عضوية ذهبية مجانية، فعّلها بإدخال بيانات بطاقتك هلق,0,0,1,0,0,0,0,0,0,0
معك موظف الجوازات، جوازك جاهز، ادفع رسوم الاستلام عهالرابط,0,0,1,0,0,0,0,0,0,0
تم اختيار رقمك لربح اشتراك نتفليكس سنة، أكد بإدخال رقم بطاقتك,0,0,1,0,0,0,0,0,0,0
وصلك إشعار دفع متأخر، سدد فوراً عهالرابط قبل ما تتراكم الغرامات,0,0,1,0,0,0,0,0,0,0
معك صديق قديم، خسرت رقمك، ابعتلي رقم حسابك بدي حوّلك مبلغ,0,0,1,0,0,0,0,0,0,0
ربحت كوبون تسوق بـ500 ألف من متجر شهير، فعّلو بإدخال بياناتك,0,0,1,0,0,0,0,0,0,0
ح.و.ا.ل.ت.ك جاهزة بس عبي معلوماتك البنكية عهالرابط لاستلامها,0,0,1,0,0,0,0,0,0,0
معك دائرة العقارات، عقارك المسجل عليه مشكلة، اتصل وأعطينا بياناتك,0,0,1,0,0,0,0,0,0,0
بدك بطاقة ائتمان بدون شروط ولا كفيل؟ سجل عهالرابط بمعلوماتك,0,0,1,0,0,0,0,0,0,0
حسابك بتطبيق التوصيل ربح رصيد مجاني، فعّلو بربط بطاقتك البنكية,0,0,1,0,0,0,0,0,0,0
معك موظف الجمارك، عندك طرد دولي، ادفع رسوم التخليص عهالرابط,0,0,1,0,0,0,0,0,0,0
تهانينا، رقمك من ضمن 10 فائزين بمليون ليرة، أكد بياناتك للاستلام,0,0,1,0,0,0,0,0,0,0
وصلك رابط لتحديث تطبيق البنك، حدّث الآن لتجنب توقف الخدمة عحسابك,0,0,1,0,0,0,0,0,0,0
معك شركة الشحن الدولي، طردك محتجز، ادفع غرامة التأخير عهالرابط,0,0,1,0,0,0,0,0,0,0
بدك تشتري عقار بسعر مغري قبل طرحو بالسوق؟ ادفع عربون واحجزو,0,0,1,0,0,0,0,0,0,0
حسابك ربح نقاط بقيمة كبيرة، استبدلها كاش بإدخال رقم بطاقتك هلق,0,0,1,0,0,0,0,0,0,0
ا.ن.ت.ب.ه حسابك رح ينقفل بكرا اذا ما أكدت بياناتك عهالرابط,0,0,1,0,0,0,0,0,0,0
معك إدارة المسابقة، فزت بجايزة لكن لازم تدفع ضريبة الجايزة أول,0,0,1,0,0,0,0,0,0,0
بدك قرض فوري بدون فوائد لحد 3 مليون؟ قدم طلبك عهالرابط هلق,0,0,1,0,0,0,0,0,0,0
حسابك بالايميل تعرض لاختراق، غير كلمة السر فوراً من هالرابط الرسمي,0,0,1,0,0,0,0,0,0,0
معك موظف الصرافة، عندك حوالة كبيرة، اعطينا بياناتك الكاملة للصرف,0,0,1,0,0,0,0,0,0,0
ربحت رحلة سياحية لكل العيلة، بس غطي رسوم الحجز والتأشيرة هلق,0,0,1,0,0,0,0,0,0,0
وصلك مبلغ تحويل خاطئ، رجعو فوراً عهالرقم وإلا رح تتعرض للمسائلة,0,0,1,0,0,0,0,0,0,0
سيريتل: رصيدك رح ينتهي اليوم، ابعت الكود يلي وصلك لتجديد,0,0,1,0,0,0,0,0,0,0
البنك الأهلي: تم رصد عملية مشبوهة، تحقق من حسابك عهالرابط,0,0,1,0,0,0,0,0,0,0
مبروك اخترناك بالقرعة، ابعتلنا رقم هويتك لتستلم الجايزة,0,0,1,0,0,0,0,0,0,0
ابنك بالمشفى وبحاجة لعملية فورية، حوّل تكاليف العملية هلق,0,0,1,0,0,0,0,0,0,0
وزارة العمل: تم قبولك بوظيفة، ادفع رسوم التصديق الآن,0,0,1,0,0,0,0,0,0,0
DHL: طردك موقوف بالجمرك، ادفع 15 ألف رسوم تخليص,0,0,1,0,0,0,0,0,0,0
حسابك على تيليغرام رح ينحذف، اكد هويتك عهالرابط فوراً,0,0,1,0,0,0,0,0,0,0
الضمان الاجتماعي: مستحقاتك جاهزة، سجل بياناتك لتستلمها,0,0,1,0,0,0,0,0,0,0
تهانينا فزت برحلة مجانية لمكة، ابعت اسمك ورقم جوازك,0,0,1,0,0,0,0,0,0,0
بنك سورية والخليج: حسابك مجمد لأسباب أمنية، تحقق هلق,0,0,1,0,0,0,0,0,0,0
انت الفايز بسحب الذهبية، اتصل هلق على الرقم لتأكيد فوزك,0,0,1,0,0,0,0,0,0,0
مبلغ كبير تحول لحسابك بالخطأ، رجعو لهالرقم قبل المساءلة,0,0,1,0,0,0,0,0,0,0
خدمة عملاء MTN: خطك مهدد بالإيقاف، فعّل عهالرابط فوراً,0,0,1,0,0,0,0,0,0,0
الحكومة بتوزع مساعدات، سجل اسمك وعنوانك عهالرابط الرسمي,0,0,1,0,0,0,0,0,0,0
شركة أمازون: طلبيتك جاهزة لكن في رسوم جمرك، ادفع هون,0,0,1,0,0,0,0,0,0,0
تجار العملات: الدولار رح يقفز بكرا، استثمر معنا هلق,0,0,1,0,0,0,0,0,0,0
مرحبا انا بدي أبيع سيارتي بسعر مغري، حوللي عربون وبرسلها,0,0,1,0,0,0,0,0,0,0
اليانصيب الوطني: رقمك الفايز بـ50 مليون، اتصل لتأكيد,0,0,1,0,0,0,0,0,0,0
السفارة الأمريكية: تم قبول طلب فيزتك، ادفع رسوم المعالجة,0,0,1,0,0,0,0,0,0,0
البريد السوري: شحنة باسمك، ادفع رسوم التخليص عهالرابط,0,0,1,0,0,0,0,0,0,0
استثمر معنا بالعملة الرقمية وضاعف أموالك خلال أسبوع مضمون,0,0,1,0,0,0,0,0,0,0
وزارة المالية: عليك غرامة ضريبية، سددها هلق لتجنب الغرامات,0,0,1,0,0,0,0,0,0,0
حسابك بانستغرام تم الإبلاغ عنو من عدة أشخاص، اكد ملكيتو,0,0,1,0,0,0,0,0,0,0
مكتب التوظيف: تم اختيارك لوظيفة بالخارج، ابعت وثائقك هلق,0,0,1,0,0,0,0,0,0,0
شركة الشحن: طردك معنا بس في رسوم إضافية للتوصيل، ادفع,0,0,1,0,0,0,0,0,0,0
برنامج المساعدات الأممية: تم اختيار عيلتك، سجلوا بياناتكم,0,0,1,0,0,0,0,0,0,0
مصرف سوريا المركزي: يجب تحديث بياناتك قبل نهاية الشهر,0,0,1,0,0,0,0,0,0,0
ربحت سيارة كيا من السحب الشهري، اتصل لترتيب عملية الاستلام,0,0,1,0,0,0,0,0,0,0
شركة التأمين: عندك مبلغ غير مطالب به من 3 سنين، اطلبو هلق,0,0,1,0,0,0,0,0,0,0
جهاز مكافحة الجرائم الإلكترونية: تم رصد نشاط مشبوه بحسابك,0,0,1,0,0,0,0,0,0,0
فرصة استثمارية ذهبية بالعقارات، عائد 200% بسنة، تواصل هلق,0,0,1,0,0,0,0,0,0,0
ربحت اشتراك نتفليكس مجاني لسنة، ادخل بياناتك البنكية هون,0,0,1,0,0,0,0,0,0,0
الجيش: تم استدعاؤك لخدمة العلم، راجع الرابط لمعرفة التفاصيل,0,0,1,0,0,0,0,0,0,0
مرحبا معك مدير البنك، عندك عملية تحويل مشبوهة، اوقفها هلق,0,0,1,0,0,0,0,0,0,0
وصلتك حوالة من أوروبا لكن محتاج تدفع عمولة استلام 50 ألف,0,0,1,0,0,0,0,0,0,0
شركة سامسونغ: فزت بهاتف جديد، أكد اسمك وعنوانك لنرسله,0,0,1,0,0,0,0,0,0,0
تحديث أمني لحسابك المصرفي مطلوب فوراً، اضغط الرابط هون,0,0,1,0,0,0,0,0,0,0
مصلحة الضرائب: عليك مبالغ متأخرة، تجنب الحجز بالدفع هلق,0,0,1,0,0,0,0,0,0,0
تم اختراق حسابك، غير كلمة السر فوراً من خلال هذا الرابط,0,0,1,0,0,0,0,0,0,0
انت رابح رحلة عائلية لتركيا، بس ادفع رسوم التأمين أول,0,0,1,0,0,0,0,0,0,0
بنك بيبلوس: حسابك يحتاج توثيق، ابعت صورة هويتك هلق,0,0,1,0,0,0,0,0,0,0
اشترك بشبكة التسويق بـ50 ألف وربح ضعفها شهرياً بسهولة,0,0,1,0,0,0,0,0,0,0
الكهرباء رح تنقطع لمن ما دفع فاتورة متأخرة، سدد عهالرابط,0,0,1,0,0,0,0,0,0,0
ربحت عربة تسوق بـ500 ألف من متجرنا، اكد عنوانك للتوصيل,0,0,1,0,0,0,0,0,0,0
شركة الاتصالات: خطك بحاجة ترقية، ابعت الكود للترقية المجانية,0,0,1,0,0,0,0,0,0,0
وكالة سفر: رحلتك محجوزة لكن في مشكلة بالدفع، تواصل فوراً,0,0,1,0,0,0,0,0,0,0
مبروك فزت بشقة بالإسكان الشبابي، ادفع مصاريف التسجيل هلق,0,0,1,0,0,0,0,0,0,0
تطبيق واتساب رح يصبح مدفوع الشهر الجاي، فعّل مجاناً هلق,0,0,1,0,0,0,0,0,0,0
صديقك عرضك على وظيفة ممتازة، ادفع رسوم الملف الأول فقط,0,0,1,0,0,0,0,0,0,0
الدفاع المدني: تم تسجيل بلاغ باسمك، راجع الرابط لمعرفة التفاصيل,0,0,1,0,0,0,0,0,0,0
اشتريت سلعة بالنت؟ المبلغ محجوز، ابعت الكود لتأكيد الاستلام,0,0,1,0,0,0,0,0,0,0
منح دراسية مجانية لكل السوريين، سجل هلق قبل انتهاء المدة,0,0,1,0,0,0,0,0,0,0
ربحت مبلغ كبير من قرعة الجوال، تصل الجايزة بعد دفع الرسوم,0,0,1,0,0,0,0,0,0,0
تحذير: رقمك الموبايل مسجل بجريمة، تواصل مع مديرية الشرطة,0,0,1,0,0,0,0,0,0,0
مرحبا أخوك بالخارج وبحاجة مساعدة مالية عاجلة، حوّل هلق,0,0,1,0,0,0,0,0,0,0
شركة PayPal: حسابك معلق، أكد هويتك عهالرابط خلال ساعة,0,0,1,0,0,0,0,0,0,0
النقابة: عليك غرامة لعدم تجديد اشتراكك، ادفع عهالرابط هلق,0,0,1,0,0,0,0,0,0,0
مبروك رقمك فاز بسيارة من سيريتل، تواصل لترتيب الاستلام,0,0,1,0,0,0,0,0,0,0
صندوق التوفير: رصيدك القديم ما استلمتو، اطلبو قبل انتهاء المدة,0,0,1,0,0,0,0,0,0,0
شركة ابل: آيفونك تعرض لاختراق، غير كلمة السر عهالرابط فوراً,0,0,1,0,0,0,0,0,0,0
إدارة المرور: عندك مخالفة غير مدفوعة، سددها هلق لتجنب التضاعف,0,0,1,0,0,0,0,0,0,0
الامن السيبراني: حسابك مخترق، اتصل لمساعدتك في تأمينه,0,0,1,0,0,0,0,0,0,0
بنك عودة: استخدام غير مصرح لبطاقتك، أوقف العملية عهالرابط,0,0,1,0,0,0,0,0,0,0
مرحبا معك خبير استثمار، فرصة عمر لا تعوض بالذهب والفوركس,0,0,1,0,0,0,0,0,0,0
المديرية: يجب مراجعة سجلك المدني قبل نهاية الشهر، رابط هون,0,0,1,0,0,0,0,0,0,0
ربحت جهاز لابتوب بسحب المدرسة، ابعت بياناتك لاستلام الجايزة,0,0,1,0,0,0,0,0,0,0
حوالتك الخارجية وصلت لكن بحاجة رسوم تحويل، ادفع عهالرابط,0,0,1,0,0,0,0,0,0,0
شركة الغاز: فاتورتك غير مدفوعة، سدد قبل القطع عهالرابط,0,0,1,0,0,0,0,0,0,0
تم اختيارك للمشاركة بمشروع وطني كبير، أرسل معلوماتك هلق,0,0,1,0,0,0,0,0,0,0
مستحقاتك التقاعدية جاهزة، سجل بياناتك البنكية لتحويلها,0,0,1,0,0,0,0,0,0,0
جوالك مسروق بياناته، غير رمز الإيمي فوراً عهالرابط الرسمي,0,0,1,0,0,0,0,0,0,0
مرحبا بائع شنط بالنت، حول العربون وبرسل لك مع السائق,0,0,1,0,0,0,0,0,0,0
ميزة جديدة من واتساب، فعّلها عبر ابعات الكود الخاص بك هلق,0,0,1,0,0,0,0,0,0,0
اتحاد العمال: مكافأتك السنوية جاهزة، سجل حسابك البنكي هلق,0,0,1,0,0,0,0,0,0,0
ربحت في مسابقة الأذكياء بالإذاعة، اتصل هلق لتأكيد فوزك,0,0,1,0,0,0,0,0,0,0
موقع التسوق: حسابك مخترق، أعد تفعيله ببياناتك البنكية هلق,0,0,1,0,0,0,0,0,0,0
المؤسسة العسكرية: عندك رتبة مالية معلقة، تواصل عهالرقم فوراً,0,0,1,0,0,0,0,0,0,0
شركة الجوال تعطيك بيانات مجانية، ابعت الكود المرسل لك هلق,0,0,1,0,0,0,0,0,0,0
ربحت بيتاً بالقرعة العقارية، ادفع رسوم التسجيل لتأكيد فوزك,0,0,1,0,0,0,0,0,0,0
حسابك ببنك التسليف مجمد لعدم النشاط، تواصل لإعادة تفعيله,0,0,1,0,0,0,0,0,0,0
منظمة دولية توفر منح للشباب السوري، سارع للتسجيل عهالرابط,0,0,1,0,0,0,0,0,0,0
ابنتك بالمدرسة تعرضت لمشكلة، تواصل مع مديرة المدرسة هلق,0,0,1,0,0,0,0,0,0,0
الخطوط السورية: تم إلغاء رحلتك، استرد تذكرتك عهالرابط,0,0,1,0,0,0,0,0,0,0
مرحبا اشتريت سلعة منك بالنت وبدي ارسلك الدفع الإلكتروني,0,0,1,0,0,0,0,0,0,0
جمعية خيرية: تبرعات رمضان ابدأ من الآن، حوّل مساهمتك هلق,0,0,1,0,0,0,0,0,0,0
تم اكتشاف تسريب لبياناتك الشخصية، غيرها فوراً عهالرابط,0,0,1,0,0,0,0,0,0,0
مكافأة ولاء: اشتريت بـ100 ألف وربحت 500 ألف إضافية، استلمها,0,0,1,0,0,0,0,0,0,0
معك محامي، موكلك الراحل خلّف لك ميراث، ابعت وثائقك هلق,0,0,1,0,0,0,0,0,0,0
شركة الطيران الإماراتية: فزت بتذكرة دولية، اكد هويتك فوراً,0,0,1,0,0,0,0,0,0,0
البنك المركزي: عملتك الأجنبية بحاجة إعادة تسجيل، تواصل هلق,0,0,1,0,0,0,0,0,0,0
ربحت جائزة الكفاءة من الدولة، استلمها بعد دفع رسوم رمزية,0,0,1,0,0,0,0,0,0,0
مرحبا عم اشتغل بالخارج وبدي اشتري بيتاً بسوريا، ممكن تساعدني,0,0,1,0,0,0,0,0,0,0
تطبيق توصيل الأكل يعطيك كوبون 200 ألف، فعّله عهالرابط هلق,0,0,1,0,0,0,0,0,0,0
معك جمارك المطار، في شحنة باسمك، ادفع رسوم التخليص هلق,0,0,1,0,0,0,0,0,0,0
شركة نبيل: اشتريت منتجاتنا 10 مرات وربحت جايزة كبيرة,0,0,1,0,0,0,0,0,0,0
بيتك مسجل بمخالفة بناء، ادفع الغرامة هلق لتجنب الهدم,0,0,1,0,0,0,0,0,0,0
منح الأمم المتحدة: تم اختيارك، أرسل وثائقك لاستكمال الملف,0,0,1,0,0,0,0,0,0,0
حسابك الجديد بالمصرف جاهز، فعّله ببياناتك الشخصية هالرابط,0,0,1,0,0,0,0,0,0,0
الحكومة الجديدة فاشلة متل القديمة وكلهم سرّاق ما بيفرقوا عن بعض,0,0,0,1,0,0,0,0,0,0
شو استفدنا من التغيير؟ نفس الوجوه ونفس الفساد بس بأسماء جديدة,0,0,0,1,0,0,0,0,0,0
كلهم لصوص بيتقاسموا البلد بيناتهم واحنا الشعب يلي عم ندفع التمن,0,0,0,1,0,0,0,0,0,0
المظاهرات لازم ترجع، ما رح نسكت عن حقوقنا يلي انسرقت منا,0,0,0,1,0,0,0,0,0,0
الوضع السياسي رح ينفجر قريباً، الناس ما عاد فيها تتحمل أكتر,0,0,0,1,0,0,0,0,0,0
ا.ل.ح.ك.و.م.ة بتكذب علينا والإعلام كلو مأجور ما بيقول الحقيقة,0,0,0,1,0,0,0,0,0,0
المعارضة والموالاة وجهين لعملة وحدة، كلهم بيشتغلوا لمصالحهم بس,0,0,0,1,0,0,0,0,0,0
انتخابات شكلية والنتيجة معروفة سلفاً، ليش عم نضيع وقتنا فيها,0,0,0,1,0,0,0,0,0,0
البلد عم تنهب من كل الجهات والمسؤولين عم يهربوا أموالهم برا,0,0,0,1,0,0,0,0,0,0
شعب جوعان وحكام عايشين برفاهية، هاد الظلم لازم يوقف بأي طريقة,0,0,0,1,0,0,0,0,0,0
كل الأحزاب بتستغل الدين والطائفة لتوصل للسلطة وتنسانا بعدها,0,0,0,1,0,0,0,0,0,0
الثورة ما خلصت، احنا لسا عم ندفع تمن أحلامنا بالحرية والكرامة,0,0,0,1,0,0,0,0,0,0
المسؤولين بيوعدونا بالإصلاح وكل سنة الوضع بيصير أسوأ من قبل,0,0,0,1,0,0,0,0,0,0
و.ي.ن راحت أموال إعادة الإعمار؟ الكل بيعرف بس محدا بيجرؤ يحكي,0,0,0,1,0,0,0,0,0,0
الدستور بينكتب ع مقاس الحاكم، مافي عدالة ولا قانون بهالبلد,0,0,0,1,0,0,0,0,0,0
احنا محكومين من عصابة بتلبس بدلات رسمية، الفرق بس بالشكل,0,0,0,1,0,0,0,0,0,0
كل يوم بيطلعوا علينا بقرارات بتزيد فقرنا وهنّي عايشين بقصور,0,0,0,1,0,0,0,0,0,0
السياسيين بيتاجروا بدمنا ودموعنا لحتى يضلوا متربعين عكراسيهم,0,0,0,1,0,0,0,0,0,0
ما في معارضة حقيقية، كلهم متفقين تحت الطاولة وبيمثلوا علينا,0,0,0,1,0,0,0,0,0,0
البلد صارت مقسومة بين دول كبرى وقرارنا مو بإيدنا من زمان,0,0,0,1,0,0,0,0,0,0
الفساد وصل لكل مفصل بالدولة، من أصغر موظف لأكبر مسؤول كلهم سوا,0,0,0,1,0,0,0,0,0,0
شو ناطرين من حكومة جاية ع دبابة؟ ما رح تجيب غير الدمار,0,0,0,1,0,0,0,0,0,0
ا.ل.ا.ن.ت.خ.ا.ب.ات مزورة والنتيجة محسومة قبل ما نصوت أصلاً,0,0,0,1,0,0,0,0,0,0
الشعب صار بيخاف يحكي رأيو، وهاد أكبر دليل ع فشل الحكم وظلمو,0,0,0,1,0,0,0,0,0,0
كل المناصب بتتوزع بالمحسوبية والواسطة، الكفاءة ما لها مكان عنا,0,0,0,1,0,0,0,0,0,0
وعدونا بدولة القانون وطلعت دولة الأقوى ياخد كل شي والباقي يتفرج,0,0,0,1,0,0,0,0,0,0
النظام بيستخدم الطائفية ليفرقنا ويضل ماسك السلطة، فهموها زباين,0,0,0,1,0,0,0,0,0,0
الإعلام الرسمي بيجمل الواقع ونحنا عايشين بجحيم ما بينحكى عنو,0,0,0,1,0,0,0,0,0,0
محدا بيحاسب المسؤول الكبير، القانون بس عالفقير والضعيف بهالبلد,0,0,0,1,0,0,0,0,0,0
و.ي.ن الديمقراطية يلي وعدونا فيها؟ نفس القمع بس بوش جديد,0,0,0,1,0,0,0,0,0,0
البلد بتنباع بالمزاد العلني والشعب عم يتفرج بصمت من قهرو,0,0,0,1,0,0,0,0,0,0
كل المساعدات الدولية بتروح بجيوب الحيتان والشعب ما بيشوف منها فلس,0,0,0,1,0,0,0,0,0,0
السلطة بتقمع كل صوت معارض وبتسمي المطالبة بالحقوق خيانة عظمى,0,0,0,1,0,0,0,0,0,0
احنا شعب مغلوب ع أمرو، بنتحكم من برا وبنندفع للداخل بالقمع,0,0,0,1,0,0,0,0,0,0
المحاكم مسيسة والأحكام بتتفصل ع مقاس السلطة، وين العدالة؟,0,0,0,1,0,0,0,0,0,0
كل حكومة بتيجي بتحط حالها فوق القانون وبتنسى وعودها للشعب فوراً,0,0,0,1,0,0,0,0,0,0
ا.ل.م.س.ؤ.و.ل.ي.ن بيهربوا أموالنا لبنوك برا والبلد عم تنهار,0,0,0,1,0,0,0,0,0,0
شو معنى الوطنية لما المسؤول بيسرق ويهرب وبيخلي الشعب يجوع؟,0,0,0,1,0,0,0,0,0,0
الانقسام السياسي عم يدمرنا أكتر من أي عدو خارجي، فرقونا ليحكمونا,0,0,0,1,0,0,0,0,0,0
البرلمان مجرد ديكور، القرارات بتتاخد بغرف مغلقة بعيد عن الشعب,0,0,0,1,0,0,0,0,0,0
كل وعود الإصلاح كذب بكذب، الواقع بيزداد سوءاً وهنّي بيتفرجوا,0,0,0,1,0,0,0,0,0,0
الحرية صارت جريمة والصمت صار فضيلة بنظر اللي ماسكين السلطة,0,0,0,1,0,0,0,0,0,0
احنا ضحية صراع الكبار، بيلعبوا بمصيرنا ونحنا مجرد أرقام عندهم,0,0,0,1,0,0,0,0,0,0
و.ل.ك السياسة كلها مسرحية والشعب هو الضحية الوحيدة بهالتمثيلية,0,0,0,1,0,0,0,0,0,0
المعارضة بالخارج عايشة بالفنادق ونحنا بالداخل عم ندفع تمن مواقفهم,0,0,0,1,0,0,0,0,0,0
